"","ENSEMBL","log2FoldChange","padj"
"2766","ENSMUSG00000067276",-2e-04,0.99947907438902
"2767","ENSMUSG00000041718",0.0079,0.996432226611783
"2768","ENSMUSG00000041688",0.0108,0.996062108733735
"2769","ENSMUSG00000041380",5e-04,0.99947907438902
"2770","ENSMUSG00000031290",0.0079,0.99947907438902
"2771","ENSMUSG00000087360",-0.0011,0.99947907438902
"2772","ENSMUSG00000041353",0.0089,0.99947907438902
"2773","ENSMUSG00000081187",0.0114,0.894483436011487
"2774","ENSMUSG00000025269",0.0072,0.996062108733735
"2775","ENSMUSG00000025270",-0.0182,0.60089380234674
"2776","ENSMUSG00000025272",0.0075,0.99947907438902
"2777","ENSMUSG00000025268",0.0219,0.997625818070572
"2778","ENSMUSG00000025266",0.0223,0.995391456002029
"2779","ENSMUSG00000025265",0.0222,0.976005079097359
"2780","ENSMUSG00000025264",0.0377,0.99224064201754
"2781","ENSMUSG00000041245",-0.0134,0.991157300355586
"2782","ENSMUSG00000084771",6e-04,0.99947907438902
"2783","ENSMUSG00000025262",0.0069,0.996062108733735
"2784","ENSMUSG00000041229",-0.0375,0.892500106653134
"2785","ENSMUSG00000025261",0.0524,0.986945979412659
"2786","ENSMUSG00000082778",0.0057,0.99947907438902
"2787","ENSMUSG00000025260",-0.0385,0.991157300355586
"2788","ENSMUSG00000025257",-0.0049,0.99947907438902
"2789","ENSMUSG00000041133",-0.0019,0.99947907438902
"2790","ENSMUSG00000081306",-0.0308,0.964097170798868
"2791","ENSMUSG00000041115",0.0388,0.979851268235217
"2792","ENSMUSG00000025332",0.0173,0.995391456002029
"2793","ENSMUSG00000087403",-4e-04,0.99947907438902
"2794","ENSMUSG00000041096",0.0483,0.987935224314068
"2795","ENSMUSG00000056679",0.0015,0.99947907438902
"2796","ENSMUSG00000084885",-0.0114,0.995100954322104
"2797","ENSMUSG00000045180",-0.0491,0.933235833052648
"2798","ENSMUSG00000025333",-0.0142,0.803125544160065
"2799","ENSMUSG00000095597",-0.0122,0.992044291691764
"2800","ENSMUSG00000067215",0.0184,0.995391456002029
"2801","ENSMUSG00000047238",0.4687,0.037180988521654
"2802","ENSMUSG00000085982",0.0281,0.231812494798751
"2803","ENSMUSG00000041658",0.0923,0.854675888739889
"2804","ENSMUSG00000050148",0.6135,0.0271246139412176
"2805","ENSMUSG00000041633",0.001,0.99947907438902
"2806","ENSMUSG00000109128",-0.0256,0.960550595953454
"2807","ENSMUSG00000086316",-0.0601,0.898561721881236
"2808","ENSMUSG00000046550",-0.0063,0.995100954322104
"2809","ENSMUSG00000082560",0.0074,0.987935224314068
"2810","ENSMUSG00000025283",0.0602,0.976813935370212
"2811","ENSMUSG00000025287",-0.0415,0.982763855452058
"2812","ENSMUSG00000025289",-0.0559,0.96552759803599
"2813","ENSMUSG00000085711",0.0147,0.997625818070572
"2814","ENSMUSG00000071708",-0.0541,0.839885301503867
"2815","ENSMUSG00000046873",-0.0149,0.997625818070572
"2816","ENSMUSG00000086188",0.0029,0.99947907438902
"2817","ENSMUSG00000025658",0.0025,0.99947907438902
"2818","ENSMUSG00000082076",-0.0232,0.890490508889232
"2819","ENSMUSG00000031309",0.0055,0.99947907438902
"2820","ENSMUSG00000067194",-0.0342,0.995391456002029
"2821","ENSMUSG00000041020",0.0856,0.785587766641451
"2822","ENSMUSG00000044150",0.0083,0.996432226611783
"2823","ENSMUSG00000040990",-0.049,0.882616831104493
"2824","ENSMUSG00000031303",0.0011,0.99947907438902
"2825","ENSMUSG00000031299",0.0055,0.99947907438902
"2826","ENSMUSG00000031295",-0.0649,0.780101656128821
"2827","ENSMUSG00000031292",0.0131,0.951895199438654
"2828","ENSMUSG00000000037",0.0023,0.99947907438902
"2829","ENSMUSG00000043518",6e-04,0.99947907438902
"2830","ENSMUSG00000059493",-7e-04,0.99947907438902
"2831","ENSMUSG00000031353",-0.0144,0.99598269142179
"2832","ENSMUSG00000038344",-0.0153,0.99598269142179
"2833","ENSMUSG00000031357",-0.0181,0.99947907438902
"2834","ENSMUSG00000031360",-0.0398,0.972725305570778
"2835","ENSMUSG00000083695",0.0011,0.99947907438902
"2836","ENSMUSG00000031367",0.042,0.982193673313513
"2837","ENSMUSG00000031370",0.0223,0.996062108733735
"2838","ENSMUSG00000031373",0.0202,0.985253136380558
"2839","ENSMUSG00000040749",-0.0442,0.982193673313513
"2840","ENSMUSG00000015405",-0.0053,0.0648133799741092
"2841","ENSMUSG00000031377",-0.003,0.99947907438902
"2842","ENSMUSG00000031379",0.028,0.994275884107517
"2843","ENSMUSG00000031380",0.025,0.802635562418349
"2844","ENSMUSG00000031381",-0.0146,0.991216918661258
"2845","ENSMUSG00000061778",0.0097,0.996432226611783
"2846","ENSMUSG00000047757",-0.0025,0.99947907438902
"2847","ENSMUSG00000040621",0.0972,0.745386419273208
"2848","ENSMUSG00000031342",-0.0119,0.99947907438902
"2849","ENSMUSG00000040586",-0.0331,0.963441040823262
"2850","ENSMUSG00000079317",-0.069,0.949122824689862
"2851","ENSMUSG00000079316",0.4175,0.0572561602790257
"2852","ENSMUSG00000051224",0.0135,0.997625818070572
"2853","ENSMUSG00000000402",0.1365,0.644927481928304
"2854","ENSMUSG00000087677",-0.0051,0.991157300355586
"2855","ENSMUSG00000049775",-1.6922,1.1224087560258e-05
"2856","ENSMUSG00000044583",-0.0071,0.991157300355586
"2857","ENSMUSG00000025742",-0.0912,0.752670597591797
"2858","ENSMUSG00000031358",-0.4473,0.155123357676875
"2859","ENSMUSG00000031352",-0.0153,0.997903122047966
"2860","ENSMUSG00000087159",0.0022,0.99947907438902
"2861","ENSMUSG00000081137",0.0131,0.995391456002029
"2862","ENSMUSG00000035299",0.0249,0.927276210473993
"2863","ENSMUSG00000072844",-0.0498,0.504665433286418
"2864","ENSMUSG00000087263",-0.0145,0.92839231868686
"2865","ENSMUSG00000095562",0.004,0.99947907438902
"2866","ENSMUSG00000086224",-0.0035,0.998515194963233
"2867","ENSMUSG00000025255",0.0181,0.992044291691764
"2868","ENSMUSG00000040374",0.0406,0.991157300355586
"2869","ENSMUSG00000103034",-0.035,0.987125330272323
"2870","ENSMUSG00000027499",0.0026,0.99947907438902
"2871","ENSMUSG00000043542",0.0107,0.99947907438902
"2872","ENSMUSG00000027500",-0.0121,0.987935224314068
"2873","ENSMUSG00000040289",0.3276,0.0136053883111187
"2874","ENSMUSG00000040269",0.0036,0.99947907438902
"2875","ENSMUSG00000081594",-0.0081,0.992044291691764
"2876","ENSMUSG00000027506",-0.9077,0.000929802063639933
"2877","ENSMUSG00000069114",0.0076,0.995391456002029
"2878","ENSMUSG00000040209",-0.0341,0.893640376023676
"2879","ENSMUSG00000027508",0.0539,0.890490508889232
"2880","ENSMUSG00000027533",0.322,0.243071032863015
"2881","ENSMUSG00000049230",0.0079,0.99598269142179
"2882","ENSMUSG00000027531",-0.0555,0.978290575452506
"2883","ENSMUSG00000058921",-0.0062,0.956391528095703
"2884","ENSMUSG00000039795",-0.0148,0.99947907438902
"2885","ENSMUSG00000027536",-0.0026,0.99947907438902
"2886","ENSMUSG00000027534",-0.0831,0.810544421660765
"2887","ENSMUSG00000039717",-0.0119,0.876997694474127
"2888","ENSMUSG00000027550",0.0675,0.780101656128821
"2889","ENSMUSG00000027552",-0.009,0.99947907438902
"2890","ENSMUSG00000078784",0.0063,0.99947907438902
"2891","ENSMUSG00000027555",0.0021,0.99947907438902
"2892","ENSMUSG00000027559",0.0057,0.991157300355586
"2893","ENSMUSG00000027562",0.1152,0.849858760642933
"2894","ENSMUSG00000098008",0.0225,0.940336196926437
"2895","ENSMUSG00000047213",0.0185,0.99598269142179
"2896","ENSMUSG00000104411",-0.001,0.99947907438902
"2897","ENSMUSG00000100252",0.0166,0.99947907438902
"2898","ENSMUSG00000082896",-0.0092,0.996062108733735
"2899","ENSMUSG00000025128",0.0158,0.93626188817981
"2900","ENSMUSG00000039519",0.1639,0.640254166878075
"2901","ENSMUSG00000104918",-0.007,0.960550595953454
"2902","ENSMUSG00000027599",0.0131,0.99947907438902
"2903","ENSMUSG00000103135",-2e-04,0.99947907438902
"2904","ENSMUSG00000027601",0.0059,0.99947907438902
"2905","ENSMUSG00000069094",0.0155,0.996062108733735
"2906","ENSMUSG00000048106",-0.0113,0.99947907438902
"2907","ENSMUSG00000003617",-0.0366,0.361425448761581
"2908","ENSMUSG00000027615",0.0117,0.995100954322104
"2909","ENSMUSG00000002428",-0.0268,0.978290575452506
"2910","ENSMUSG00000019528",0.0124,0.99947907438902
"2911","ENSMUSG00000039617",-0.0068,0.99947907438902
"2912","ENSMUSG00000106019",-0.0667,0.872569437204387
"2913","ENSMUSG00000027630",0.0227,0.99598269142179
"2914","ENSMUSG00000102758",-0.0095,0.96488531260454
"2915","ENSMUSG00000063887",0.0315,0.992044291691764
"2916","ENSMUSG00000104295",-0.0057,0.997625818070572
"2917","ENSMUSG00000027698",-0.0052,0.99947907438902
"2918","ENSMUSG00000039304",-0.0184,0.235372440367909
"2919","ENSMUSG00000039286",-0.0014,0.99947907438902
"2920","ENSMUSG00000043164",-0.0748,0.325665378842776
"2921","ENSMUSG00000027695",-0.1507,0.0884321178612607
"2922","ENSMUSG00000109716",0.0161,0.982193673313513
"2923","ENSMUSG00000027692",0.0467,0.991157300355586
"2924","ENSMUSG00000103420",0.0177,0.835731093294938
"2925","ENSMUSG00000091329",-0.0186,0.980764746731508
"2926","ENSMUSG00000050192",-0.0119,0.99947907438902
"2927","ENSMUSG00000103827",0.0025,0.99947907438902
"2928","ENSMUSG00000039221",0.0488,0.983078340267449
"2929","ENSMUSG00000063600",0.0102,0.995391456002029
"2930","ENSMUSG00000102579",0.0116,0.858982361791265
"2931","ENSMUSG00000027684",-0.007,0.995100954322104
"2932","ENSMUSG00000102505",-0.0143,0.936150979264002
"2933","ENSMUSG00000037730",-0.0064,0.99947907438902
"2934","ENSMUSG00000027702",-0.0161,0.889893375326481
"2935","ENSMUSG00000027706",-0.1305,0.746961000571657
"2936","ENSMUSG00000037661",-0.0198,0.172420624514841
"2937","ENSMUSG00000037652",-9e-04,0.99947907438902
"2938","ENSMUSG00000037643",-0.0699,0.860584990419228
"2939","ENSMUSG00000027660",-0.0588,0.209343779076416
"2940","ENSMUSG00000027663",0.0057,0.99947907438902
"2941","ENSMUSG00000027665",-0.0033,0.99947907438902
"2942","ENSMUSG00000103039",0.0081,0.99224064201754
"2943","ENSMUSG00000027667",0.0609,0.93626188817981
"2944","ENSMUSG00000104231",0.014,0.907572811710469
"2945","ENSMUSG00000027668",0.0051,0.99947907438902
"2946","ENSMUSG00000027669",0.0075,0.99947907438902
"2947","ENSMUSG00000027671",-0.0506,0.987125330272323
"2948","ENSMUSG00000037531",-0.0254,0.99224064201754
"2949","ENSMUSG00000027673",-0.0336,0.995100954322104
"2950","ENSMUSG00000056900",0.0128,0.987125330272323
"2951","ENSMUSG00000027677",0.0294,0.995391456002029
"2952","ENSMUSG00000027676",-0.0012,0.99947907438902
"2953","ENSMUSG00000105286",-0.0101,0.843811755589105
"2954","ENSMUSG00000105535",0.0055,0.995391456002029
"2955","ENSMUSG00000027680",-0.0238,0.996432226611783
"2956","ENSMUSG00000105135",8e-04,0.99947907438902
"2957","ENSMUSG00000027679",-0.145,0.700780603160319
"2958","ENSMUSG00000105176",-0.0314,0.92140594656572
"2959","ENSMUSG00000105265",-7e-04,0.99947907438902
"2960","ENSMUSG00000092242",0.0321,0.982523384672936
"2961","ENSMUSG00000104901",-0.0045,0.99947907438902
"2962","ENSMUSG00000074637",0.1774,0.373676891664147
"2963","ENSMUSG00000105284",0.0044,0.99947907438902
"2964","ENSMUSG00000105651",0.0103,0.99947907438902
"2965","ENSMUSG00000037400",-0.0376,0.986928177265393
"2966","ENSMUSG00000027708",-0.025,0.99598269142179
"2967","ENSMUSG00000085655",0.0085,0.996062108733735
"2968","ENSMUSG00000105095",-1e-04,0.99947907438902
"2969","ENSMUSG00000027709",-0.0081,0.99947907438902
"2970","ENSMUSG00000086392",0.0034,0.99947907438902
"2971","ENSMUSG00000027710",0.0631,0.960749456446712
"2972","ENSMUSG00000105419",0.0046,0.996062108733735
"2973","ENSMUSG00000033883",-0.0057,0.99947907438902
"2974","ENSMUSG00000027712",-0.1949,0.445356554997082
"2975","ENSMUSG00000027713",-0.0014,0.99947907438902
"2976","ENSMUSG00000027714",-0.033,0.99224064201754
"2977","ENSMUSG00000027715",-0.0023,0.99947907438902
"2978","ENSMUSG00000037325",-0.0698,0.907572811710469
"2979","ENSMUSG00000027716",0.0049,0.99598269142179
"2980","ENSMUSG00000037270",0.0824,0.846909807327764
"2981","ENSMUSG00000084754",0.0156,0.99598269142179
"2982","ENSMUSG00000045031",-0.1283,0.424045958275695
"2983","ENSMUSG00000051444",0.0091,0.992044291691764
"2984","ENSMUSG00000037225",0.0058,0.997493361161366
"2985","ENSMUSG00000050174",0.0019,0.99947907438902
"2986","ENSMUSG00000027722",0.0065,0.99947907438902
"2987","ENSMUSG00000037211",-0.0917,0.302509218491379
"2988","ENSMUSG00000058174",-0.0135,0.505399426378446
"2989","ENSMUSG00000044864",-0.0543,0.634300627921088
"2990","ENSMUSG00000046743",0.0066,0.99947907438902
"2991","ENSMUSG00000060798",0.0415,0.951895199438654
"2992","ENSMUSG00000025757",0.0011,0.99947907438902
"2993","ENSMUSG00000025758",-0.0097,0.992044291691764
"2994","ENSMUSG00000025759",0.0675,0.945150861211837
"2995","ENSMUSG00000107741",-0.0017,0.99947907438902
"2996","ENSMUSG00000037818",-0.0248,0.995345145566929
"2997","ENSMUSG00000107524",0.0218,0.785587766641451
"2998","ENSMUSG00000097583",0.0159,0.996432226611783
"2999","ENSMUSG00000074619",0.0023,0.99947907438902
"3000","ENSMUSG00000025762",0.1683,0.538149488879373
"3001","ENSMUSG00000049940",-0.0183,0.99947907438902
"3002","ENSMUSG00000025764",-0.0101,0.99947907438902
"3003","ENSMUSG00000059834",-0.003,0.99947907438902
"3004","ENSMUSG00000025766",-0.0035,0.99947907438902
"3005","ENSMUSG00000103477",0.0114,0.746961000571657
"3006","ENSMUSG00000097040",-0.0434,0.95315363936278
"3007","ENSMUSG00000049100",0.0448,0.992044291691764
"3008","ENSMUSG00000103713",0.0075,0.995100954322104
"3009","ENSMUSG00000090919",0.0044,0.99947907438902
"3010","ENSMUSG00000037892",0.0114,0.995252237345488
"3011","ENSMUSG00000027737",0.0012,0.99947907438902
"3012","ENSMUSG00000023087",0.0221,0.975686207216966
"3013","ENSMUSG00000037174",0.0867,0.544487623970787
"3014","ENSMUSG00000087440",0.002,0.99947907438902
"3015","ENSMUSG00000104241",-0.0018,0.99947907438902
"3016","ENSMUSG00000037152",-0.0627,0.889234966880344
"3017","ENSMUSG00000063273",-0.0023,0.99947907438902
"3018","ENSMUSG00000102775",0.0043,0.996062108733735
"3019","ENSMUSG00000027739",0.046,0.986945979412659
"3020","ENSMUSG00000102570",-0.007,0.992235547144114
"3021","ENSMUSG00000037111",0.0268,0.985862075295739
"3022","ENSMUSG00000102466",0.0042,0.991216918661258
"3023","ENSMUSG00000097885",0.0295,0.991157300355586
"3024","ENSMUSG00000061143",-0.0108,0.992044291691764
"3025","ENSMUSG00000103284",0.0108,0.987935224314068
"3026","ENSMUSG00000104339",-0.0119,0.896130299787054
"3027","ENSMUSG00000044167",0.12,0.789753807695327
"3028","ENSMUSG00000103965",0.0026,0.996062108733735
"3029","ENSMUSG00000070490",0.0043,0.99947907438902
"3030","ENSMUSG00000102785",-0.0062,0.99224064201754
"3031","ENSMUSG00000027742",-0.0458,0.985253136380558
"3032","ENSMUSG00000104850",-0.0044,0.996432226611783
"3033","ENSMUSG00000048332",0.0365,0.995252237345488
"3034","ENSMUSG00000104687",-0.0071,0.997625818070572
"3035","ENSMUSG00000104735",-0.0022,0.27316105819279
"3036","ENSMUSG00000042997",0.0053,0.99947907438902
"3037","ENSMUSG00000049504",0.1728,0.54039153221061
"3038","ENSMUSG00000027744",-0.0074,0.992044291691764
"3039","ENSMUSG00000037016",0.0249,0.995302781929233
"3040","ENSMUSG00000027746",-0.0271,0.99598269142179
"3041","ENSMUSG00000027751",-0.0132,0.99947907438902
"3042","ENSMUSG00000027752",-0.036,0.995302781929233
"3043","ENSMUSG00000036632",0.0341,0.995391456002029
"3044","ENSMUSG00000027796",0.0431,0.939449553085405
"3045","ENSMUSG00000036615",-0.0856,0.88206709544516
"3046","ENSMUSG00000069011",0.0096,0.99598269142179
"3047","ENSMUSG00000036580",-0.0307,0.987935224314068
"3048","ENSMUSG00000027797",0.575,0.00168121138639919
"3049","ENSMUSG00000106651",0.0241,0.684938164956227
"3050","ENSMUSG00000027799",-0.002,0.99947907438902
"3051","ENSMUSG00000027800",-1.5461,0.00231513309498556
"3052","ENSMUSG00000105452",-0.0282,0.939449553085405
"3053","ENSMUSG00000027803",0.0093,0.99947907438902
"3054","ENSMUSG00000083538",-0.0129,0.983078340267449
"3055","ENSMUSG00000097339",0.0089,0.996432226611783
"3056","ENSMUSG00000036513",0.0055,0.99947907438902
"3057","ENSMUSG00000074591",-0.0042,0.996062108733735
"3058","ENSMUSG00000036503",0.0565,0.985253136380558
"3059","ENSMUSG00000027805",0.208,0.30153935765443
"3060","ENSMUSG00000027806",0.0225,0.955715362127156
"3061","ENSMUSG00000027808",-0.0126,0.99947907438902
"3062","ENSMUSG00000027810",-0.0535,0.955715362127156
"3063","ENSMUSG00000106553",0.0017,0.99947907438902
"3064","ENSMUSG00000075700",-0.0732,0.834267962032955
"3065","ENSMUSG00000036432",-0.0386,0.951895199438654
"3066","ENSMUSG00000056476",0.0142,0.99224064201754
"3067","ENSMUSG00000050075",0.0174,0.841164629135319
"3068","ENSMUSG00000036381",-1.3979,0.0068500118527583
"3069","ENSMUSG00000036362",-2.6431,1.47322518078547e-11
"3070","ENSMUSG00000036353",-0.9965,0.00470744191832796
"3071","ENSMUSG00000103986",-0.0124,0.995391456002029
"3072","ENSMUSG00000027763",-0.0704,0.951895199438654
"3073","ENSMUSG00000102298",-0.0049,0.99947907438902
"3074","ENSMUSG00000027694",-0.0625,0.913963279952671
"3075","ENSMUSG00000027765",-0.0212,0.93626188817981
"3076","ENSMUSG00000103473",0.0046,0.99947907438902
"3077","ENSMUSG00000036894",0.0307,0.987935224314068
"3078","ENSMUSG00000098208",0.0067,0.99947907438902
"3079","ENSMUSG00000103502",0.0011,0.99947907438902
"3080","ENSMUSG00000036885",0.0785,0.916214168783055
"3081","ENSMUSG00000027770",0.016,0.99947907438902
"3082","ENSMUSG00000036834",-0.0041,0.99947907438902
"3083","ENSMUSG00000048581",0.0118,0.995391456002029
"3084","ENSMUSG00000027822",0.0585,0.943196066229294
"3085","ENSMUSG00000097724",0.0072,0.907636212576261
"3086","ENSMUSG00000027823",0.0046,0.99947907438902
"3087","ENSMUSG00000027824",-0.0035,0.997625818070572
"3088","ENSMUSG00000027827",-0.0152,0.959964320208591
"3089","ENSMUSG00000027828",0.0067,0.99947907438902
"3090","ENSMUSG00000048916",0.0096,0.99598269142179
"3091","ENSMUSG00000074580",-0.0447,0.978290575452506
"3092","ENSMUSG00000034640",0.0626,0.923613871195156
"3093","ENSMUSG00000082280",-0.0201,0.889920694121671
"3094","ENSMUSG00000074579",0.0144,0.992044291691764
"3095","ENSMUSG00000027829",0.0198,0.99947907438902
"3096","ENSMUSG00000103041",0.0111,0.991157300355586
"3097","ENSMUSG00000027832",-0.0109,0.995391456002029
"3098","ENSMUSG00000034544",-0.1828,0.504665433286418
"3099","ENSMUSG00000048416",-0.0531,0.301132042536501
"3100","ENSMUSG00000027774",-0.0125,0.99947907438902
"3101","ENSMUSG00000047557",-0.0603,0.959867981240359
"3102","ENSMUSG00000049404",0.0615,0.88974366364653
"3103","ENSMUSG00000027775",0.0149,0.99947907438902
"3104","ENSMUSG00000027777",0.0419,0.991157300355586
"3105","ENSMUSG00000027778",-0.042,0.951895199438654
"3106","ENSMUSG00000034349",-0.0026,0.99947907438902
"3107","ENSMUSG00000034317",-0.0036,0.99947907438902
"3108","ENSMUSG00000027782",0.0638,0.936380698841899
"3109","ENSMUSG00000103094",0.0183,0.901915164174261
"3110","ENSMUSG00000027784",0.0146,0.995391456002029
"3111","ENSMUSG00000043300",-0.0152,0.92140594656572
"3112","ENSMUSG00000027787",-4e-04,0.99947907438902
"3113","ENSMUSG00000043461",0.0114,0.959442555128981
"3114","ENSMUSG00000103428",-0.0042,0.983078340267449
"3115","ENSMUSG00000027792",-0.0011,0.99947907438902
"3116","ENSMUSG00000034151",-0.0032,0.99598269142179
"3117","ENSMUSG00000104301",0.01,0.992044291691764
"3118","ENSMUSG00000027835",-0.0743,0.946304343500674
"3119","ENSMUSG00000027834",-3e-04,0.99947907438902
"3120","ENSMUSG00000034109",-0.0434,0.935320104283793
"3121","ENSMUSG00000070443",0.0384,0.890490508889232
"3122","ENSMUSG00000037096",0.0278,0.987935224314068
"3123","ENSMUSG00000062232",-0.0214,0.987935224314068
"3124","ENSMUSG00000104585",-0.0218,0.993952775383292
"3125","ENSMUSG00000102545",0.0216,0.551503935381592
"3126","ENSMUSG00000061175",0.0099,0.995391456002029
"3127","ENSMUSG00000027804",-0.0307,0.99598269142179
"3128","ENSMUSG00000027809",0.0809,0.93626188817981
"3129","ENSMUSG00000027811",-0.0182,0.99491097292722
"3130","ENSMUSG00000027956",0.0283,0.99598269142179
"3131","ENSMUSG00000033981",-0.0228,0.996062108733735
"3132","ENSMUSG00000028020",-0.006,0.99947907438902
"3133","ENSMUSG00000028019",-0.0102,0.99947907438902
"3134","ENSMUSG00000056023",0.0116,0.995391456002029
"3135","ENSMUSG00000028015",-0.0388,0.987935224314068
"3136","ENSMUSG00000028011",0.016,0.917425692918395
"3137","ENSMUSG00000028005",0.0248,0.995391456002029
"3138","ENSMUSG00000033910",0.0325,0.993952775383292
"3139","ENSMUSG00000033900",-0.0256,0.995391456002029
"3140","ENSMUSG00000033882",0.0221,0.960397788035794
"3141","ENSMUSG00000027998",0.0242,0.995345145566929
"3142","ENSMUSG00000027995",-0.06,0.0280058550856375
"3143","ENSMUSG00000033767",-0.0058,0.99947907438902
"3144","ENSMUSG00000033752",6e-04,0.99947907438902
"3145","ENSMUSG00000027993",0.0528,0.976813935370212
"3146","ENSMUSG00000041842",0.0122,0.991157300355586
"3147","ENSMUSG00000074513",-0.0855,0.893640376023676
"3148","ENSMUSG00000047819",0.0071,0.952978791580923
"3149","ENSMUSG00000028086",0.0083,0.99947907438902
"3150","ENSMUSG00000085527",0.0108,0.992044291691764
"3151","ENSMUSG00000028085",-0.0011,0.99947907438902
"3152","ENSMUSG00000044330",-0.022,0.970609866104637
"3153","ENSMUSG00000028082",-0.0711,0.406035797261596
"3154","ENSMUSG00000028081",-0.0187,0.997625818070572
"3155","ENSMUSG00000028080",0.0245,0.978290575452506
"3156","ENSMUSG00000028078",-0.0023,0.99947907438902
"3157","ENSMUSG00000028076",0.0046,0.99947907438902
"3158","ENSMUSG00000041734",-0.002,0.99947907438902
"3159","ENSMUSG00000074506",0.0048,0.99947907438902
"3160","ENSMUSG00000015852",-2.418,4.09396101354616e-06
"3161","ENSMUSG00000059994",-0.0086,0.807919269734832
"3162","ENSMUSG00000003382",0.012,0.997745503591035
"3163","ENSMUSG00000041977",0.0196,0.995391456002029
"3164","ENSMUSG00000023084",-0.0287,0.675949777592721
"3165","ENSMUSG00000028073",-0.0302,0.311731085783147
"3166","ENSMUSG00000004895",0.0312,0.986945979412659
"3167","ENSMUSG00000004897",-0.1535,0.623520958140683
"3168","ENSMUSG00000019710",-0.0837,0.895127467083221
"3169","ENSMUSG00000004896",0.0325,0.995391456002029
"3170","ENSMUSG00000048039",0.0227,0.973321004664134
"3171","ENSMUSG00000004891",-0.0341,0.324307874535288
"3172","ENSMUSG00000004892",0.2686,0.15001035629299
"3173","ENSMUSG00000105843",0.0142,0.992044291691764
"3174","ENSMUSG00000028069",-0.0363,0.979851268235217
"3175","ENSMUSG00000028070",0.0237,0.99905864036919
"3176","ENSMUSG00000028068",-0.0024,0.99947907438902
"3177","ENSMUSG00000001419",0.0235,0.995391456002029
"3178","ENSMUSG00000096935",0.0365,0.956391528095703
"3179","ENSMUSG00000097280",0.1702,0.609297808736345
"3180","ENSMUSG00000097428",0.0618,0.964097170798868
"3181","ENSMUSG00000097156",0.0303,0.991216918661258
"3182","ENSMUSG00000092988",0.0171,0.996062108733735
"3183","ENSMUSG00000010538",0.0029,0.99947907438902
"3184","ENSMUSG00000103574",-6e-04,0.99947907438902
"3185","ENSMUSG00000001416",0.0022,0.99947907438902
"3186","ENSMUSG00000001418",-0.0171,0.99947907438902
"3187","ENSMUSG00000001420",0.005,0.99947907438902
"3188","ENSMUSG00000001415",0.1009,0.785587766641451
"3189","ENSMUSG00000041423",-0.0781,0.93626188817981
"3190","ENSMUSG00000028066",-0.0429,0.92140594656572
"3191","ENSMUSG00000050144",0.0076,0.99947907438902
"3192","ENSMUSG00000028064",0.0613,0.96532500959429
"3193","ENSMUSG00000028063",-0.2666,0.243071032863015
"3194","ENSMUSG00000103115",0.0039,0.99947907438902
"3195","ENSMUSG00000074480",-0.0052,0.99947907438902
"3196","ENSMUSG00000028062",-0.1077,0.683818802628304
"3197","ENSMUSG00000008604",-0.0452,0.988828000096951
"3198","ENSMUSG00000041355",-0.0386,0.992044291691764
"3199","ENSMUSG00000028059",-0.0206,0.996062108733735
"3200","ENSMUSG00000028060",0.0652,0.948038259000405
"3201","ENSMUSG00000028057",-0.0495,0.986945979412659
"3202","ENSMUSG00000068923",-0.035,0.995391456002029
"3203","ENSMUSG00000078684",-0.0672,0.746961000571657
"3204","ENSMUSG00000098912",0.0032,0.99947907438902
"3205","ENSMUSG00000054199",0.0096,0.99947907438902
"3206","ENSMUSG00000068922",0.2898,0.306587974383049
"3207","ENSMUSG00000068921",0.075,0.945387268128594
"3208","ENSMUSG00000028053",0.0129,0.99947907438902
"3209","ENSMUSG00000041263",-0.0301,0.992044291691764
"3210","ENSMUSG00000059743",0.0522,0.939449553085405
"3211","ENSMUSG00000028051",-0.009,0.99598269142179
"3212","ENSMUSG00000068917",0.0205,0.99947907438902
"3213","ENSMUSG00000028049",0.0889,0.905269722073634
"3214","ENSMUSG00000032657",0.0253,0.996062108733735
"3215","ENSMUSG00000028048",0.0052,0.99947907438902
"3216","ENSMUSG00000064068",0.011,0.99947907438902
"3217","ENSMUSG00000105692",-0.0209,0.980764746731508
"3218","ENSMUSG00000028047",0.149,0.68428698937687
"3219","ENSMUSG00000042784",0.0011,0.99947907438902
"3220","ENSMUSG00000042766",0.0114,0.995100954322104
"3221","ENSMUSG00000042747",-0.0328,0.995391456002029
"3222","ENSMUSG00000042737",-0.0533,0.876997694474127
"3223","ENSMUSG00000027953",-0.0767,0.93626188817981
"3224","ENSMUSG00000027954",-0.0206,0.76912870563281
"3225","ENSMUSG00000086389",-0.0124,0.526875619518399
"3226","ENSMUSG00000028040",0.0066,0.996062108733735
"3227","ENSMUSG00000028041",-0.0062,0.99947907438902
"3228","ENSMUSG00000028042",0.077,0.879500223849179
"3229","ENSMUSG00000074466",-0.0214,0.996432226611783
"3230","ENSMUSG00000042642",0.04,0.98831598915408
"3231","ENSMUSG00000028044",-0.0356,0.983078340267449
"3232","ENSMUSG00000042626",0.0916,0.82108649231039
"3233","ENSMUSG00000047824",-0.021,0.997625818070572
"3234","ENSMUSG00000042613",0.1213,0.765444895110479
"3235","ENSMUSG00000027952",-0.0264,0.995391456002029
"3236","ENSMUSG00000000794",0.0341,0.992044291691764
"3237","ENSMUSG00000027951",-0.0041,0.99947907438902
"3238","ENSMUSG00000027950",0.0072,0.995391456002029
"3239","ENSMUSG00000042579",0.0291,0.872569437204387
"3240","ENSMUSG00000042572",-0.0298,0.995391456002029
