"","ENSEMBL","log2FoldChange","padj"
"10322","ENSMUSG00000031934",-0.0102,0.900098751520451
"10323","ENSMUSG00000031935",0.0745,0.872411813951975
"10324","ENSMUSG00000031938",-0.0891,0.872569437204387
"10325","ENSMUSG00000031939",-0.0149,0.99947907438902
"10326","ENSMUSG00000046111",-0.0038,0.99947907438902
"10327","ENSMUSG00000058173",-0.0216,0.93626188817981
"10328","ENSMUSG00000039977",-0.0114,0.933236346814381
"10329","ENSMUSG00000043885",-0.005,0.99947907438902
"10330","ENSMUSG00000074505",0.031,0.955715362127156
"10331","ENSMUSG00000001774",-0.0471,0.991157300355586
"10332","ENSMUSG00000074500",0.0245,0.841164629135319
"10333","ENSMUSG00000057551",-0.0209,0.995391456002029
"10334","ENSMUSG00000045519",-0.0052,0.99947907438902
"10335","ENSMUSG00000063108",0.0346,0.881311904130947
"10336","ENSMUSG00000059475",0.0247,0.965810280971843
"10337","ENSMUSG00000060510",-0.0066,0.99947907438902
"10338","ENSMUSG00000058192",-0.0151,0.997625818070572
"10339","ENSMUSG00000111547",-0.0072,0.995522373805598
"10340","ENSMUSG00000062470",-0.0074,0.99947907438902
"10341","ENSMUSG00000066892",0.0213,0.993268825119555
"10342","ENSMUSG00000084786",-0.0426,0.982193673313513
"10343","ENSMUSG00000032171",-0.1608,0.552521623744888
"10344","ENSMUSG00000032172",0.0039,0.99947907438902
"10345","ENSMUSG00000004098",0.0705,0.872569437204387
"10346","ENSMUSG00000038884",0.0538,0.982193673313513
"10347","ENSMUSG00000038742",-0.0231,0.99224064201754
"10348","ENSMUSG00000004100",-0.0054,0.99947907438902
"10349","ENSMUSG00000070319",-0.0248,0.996062108733735
"10350","ENSMUSG00000004099",-7e-04,0.99947907438902
"10351","ENSMUSG00000043895",-0.0017,0.99947907438902
"10352","ENSMUSG00000003299",-0.0054,0.99947907438902
"10353","ENSMUSG00000037405",-2.2516,0.00010526903927173
"10354","ENSMUSG00000032174",-0.0066,0.763871151082686
"10355","ENSMUSG00000032175",0.0543,0.979643646781767
"10356","ENSMUSG00000019471",-0.0557,0.984859512895077
"10357","ENSMUSG00000032177",-0.0118,0.99947907438902
"10358","ENSMUSG00000097439",0.0091,0.993384271451381
"10359","ENSMUSG00000003308",-0.0294,0.995252237345488
"10360","ENSMUSG00000002820",-0.0772,0.93167904429757
"10361","ENSMUSG00000035047",0.0114,0.995391456002029
"10362","ENSMUSG00000096472",-0.0681,0.909715913354438
"10363","ENSMUSG00000111172",-0.0103,0.992044291691764
"10364","ENSMUSG00000057193",-0.0085,0.99947907438902
"10365","ENSMUSG00000032178",7e-04,0.99947907438902
"10366","ENSMUSG00000097665",0.0074,0.975686207216966
"10367","ENSMUSG00000002825",-0.0202,0.997493361161366
"10368","ENSMUSG00000033335",-0.0667,0.955715362127156
"10369","ENSMUSG00000032180",-0.0218,0.99598269142179
"10370","ENSMUSG00000057191",0.0028,0.99947907438902
"10371","ENSMUSG00000032185",0.0438,0.964097170798868
"10372","ENSMUSG00000032182",0.0178,0.99947907438902
"10373","ENSMUSG00000048429",0.0038,0.99947907438902
"10374","ENSMUSG00000032187",-0.0934,0.865311412313833
"10375","ENSMUSG00000032193",0.0437,0.916214168783055
"10376","ENSMUSG00000032194",0.0261,0.917873537046779
"10377","ENSMUSG00000032198",-0.032,0.99224064201754
"10378","ENSMUSG00000019066",-0.0692,0.670132476934936
"10379","ENSMUSG00000040883",-0.0455,0.987988021505786
"10380","ENSMUSG00000006241",0.0023,0.99947907438902
"10381","ENSMUSG00000040563",0.0548,0.985253136380558
"10382","ENSMUSG00000051238",0.0407,0.673889376947781
"10383","ENSMUSG00000040146",0.0811,0.762714351507573
"10384","ENSMUSG00000039632",-0.0186,0.968312513095819
"10385","ENSMUSG00000003402",0.1397,0.72013519790722
"10386","ENSMUSG00000003410",0.0362,0.93626188817981
"10387","ENSMUSG00000038895",0.0931,0.85958015356574
"10388","ENSMUSG00000096981",0.0014,0.99947907438902
"10389","ENSMUSG00000066839",-0.0362,0.992044291691764
"10390","ENSMUSG00000111446",-0.0149,0.991157300355586
"10391","ENSMUSG00000001349",-0.0268,0.404692904034356
"10392","ENSMUSG00000013822",-0.4485,0.116655920831468
"10393","ENSMUSG00000001348",-0.0071,0.890490508889232
"10394","ENSMUSG00000010607",-0.074,0.841735360223666
"10395","ENSMUSG00000057982",-0.0223,0.996062108733735
"10396","ENSMUSG00000066829",-0.0222,0.993645248820526
"10397","ENSMUSG00000036777",0.003,0.99947907438902
"10398","ENSMUSG00000032239",-0.048,0.940059554409448
"10399","ENSMUSG00000036411",0.1478,0.634300627921088
"10400","ENSMUSG00000035919",-0.029,0.992044291691764
"10401","ENSMUSG00000031963",0.0414,0.780101656128821
"10402","ENSMUSG00000043067",-0.0358,0.991157300355586
"10403","ENSMUSG00000008429",0.0492,0.991157300355586
"10404","ENSMUSG00000100002",-0.0255,0.987935224314068
"10405","ENSMUSG00000001833",-0.0082,0.99947907438902
"10406","ENSMUSG00000036611",0.0148,0.991216918661258
"10407","ENSMUSG00000045994",-5e-04,0.99947907438902
"10408","ENSMUSG00000036395",-0.0157,0.979851268235217
"10409","ENSMUSG00000079644",0.0027,0.99947907438902
"10410","ENSMUSG00000031969",-0.0909,0.890953664643284
"10411","ENSMUSG00000035443",0.0066,0.99947907438902
"10412","ENSMUSG00000031988",0.0086,0.99947907438902
"10413","ENSMUSG00000111505",0.0046,0.995391456002029
"10414","ENSMUSG00000035024",1e-04,0.999802963791088
"10415","ENSMUSG00000031990",0.0471,0.991157300355586
"10416","ENSMUSG00000111390",0.0112,0.963441040823262
"10417","ENSMUSG00000034275",-0.0184,0.895628159578372
"10418","ENSMUSG00000062257",-0.0166,0.706416572697283
"10419","ENSMUSG00000059974",-0.0329,0.995391456002029
"10420","ENSMUSG00000085449",0,0.999802963791088
"10421","ENSMUSG00000031993",-0.0286,0.982193673313513
"10422","ENSMUSG00000033453",-0.0072,0.920823777309854
"10423","ENSMUSG00000047412",-0.0089,0.99598269142179
"10424","ENSMUSG00000031995",0.0013,0.99947907438902
"10425","ENSMUSG00000031996",-0.0672,0.959964320208591
"10426","ENSMUSG00000042496",-0.029,0.986595866453964
"10427","ENSMUSG00000042185",0.01,0.99947907438902
"10428","ENSMUSG00000041737",0.001,0.99947907438902
"10429","ENSMUSG00000091639",0.0105,0.996432226611783
"10430","ENSMUSG00000041444",0.0239,0.992044291691764
"10431","ENSMUSG00000016087",-0.0645,0.00627558721365726
"10432","ENSMUSG00000032035",-0.0383,0.299092003904609
"10433","ENSMUSG00000079884",-0.0659,0.879500223849179
"10434","ENSMUSG00000032036",-0.0153,0.99947907438902
"10435","ENSMUSG00000053889",0.0156,0.92140594656572
"10436","ENSMUSG00000032038",0.0565,0.982193673313513
"10437","ENSMUSG00000070315",0.0229,0.986945979412659
"10438","ENSMUSG00000032040",-0.1236,0.72945262149466
"10439","ENSMUSG00000032041",-0.0252,0.99224064201754
"10440","ENSMUSG00000032042",-0.0024,0.99947907438902
"10441","ENSMUSG00000039048",-0.2686,0.317430996500536
"10442","ENSMUSG00000050471",-0.107,0.725503820891732
"10443","ENSMUSG00000032044",-0.0348,0.991157300355586
"10444","ENSMUSG00000038119",0.0043,0.995391456002029
"10445","ENSMUSG00000032101",-0.0421,0.960550595953454
"10446","ENSMUSG00000032103",0.0087,0.992044291691764
"10447","ENSMUSG00000050555",-0.0022,0.99947907438902
"10448","ENSMUSG00000074452",0.0156,0.649645966972354
"10449","ENSMUSG00000032113",0.0227,0.945150861211837
"10450","ENSMUSG00000032116",0.0044,0.99947907438902
"10451","ENSMUSG00000062762",0.0353,0.99224064201754
"10452","ENSMUSG00000032118",0.0257,0.996432226611783
"10453","ENSMUSG00000035934",-0.004,0.99947907438902
"10454","ENSMUSG00000032121",0.0124,0.99947907438902
"10455","ENSMUSG00000032122",0.0132,0.991157300355586
"10456","ENSMUSG00000034303",0.0086,0.995391456002029
"10457","ENSMUSG00000046240",0.1695,0.482727369352524
"10458","ENSMUSG00000032125",-2.8263,8.03343893282492e-13
"10459","ENSMUSG00000042138",-0.0096,0.99947907438902
"10460","ENSMUSG00000110993",0.0168,0.890490508889232
"10461","ENSMUSG00000001946",-3.3736,2.23267400483387e-08
"10462","ENSMUSG00000053310",-0.0999,0.0349780465296774
"10463","ENSMUSG00000001942",0.0228,0.995252237345488
"10464","ENSMUSG00000001948",-0.0295,0.987125330272323
"10465","ENSMUSG00000011114",0.1057,0.841164629135319
"10466","ENSMUSG00000023186",-0.0559,0.882616831104493
"10467","ENSMUSG00000025602",0.0192,0.933235833052648
"10468","ENSMUSG00000049281",-0.0032,0.99947907438902
"10469","ENSMUSG00000040111",0.0472,0.987218590775755
"10470","ENSMUSG00000110928",0.0325,0.741703342007466
"10471","ENSMUSG00000032024",-0.0188,0.124644273426701
"10472","ENSMUSG00000015656",-0.2503,0.308493888310832
"10473","ENSMUSG00000032023",-5e-04,0.99947907438902
"10474","ENSMUSG00000032020",-0.0125,0.993952775383292
"10475","ENSMUSG00000074415",0.0571,0.93626188817981
"10476","ENSMUSG00000111593",-0.0094,0.99947907438902
"10477","ENSMUSG00000110885",0.0016,0.99947907438902
"10478","ENSMUSG00000111462",-0.0018,0.99947907438902
"10479","ENSMUSG00000111854",0.0247,0.92140594656572
"10480","ENSMUSG00000110727",0.0072,0.995100954322104
"10481","ENSMUSG00000049313",-0.0658,0.964097170798868
"10482","ENSMUSG00000032018",-0.0046,0.99947907438902
"10483","ENSMUSG00000037287",0.1992,0.500878783986676
"10484","ENSMUSG00000032017",-0.0046,0.99947907438902
"10485","ENSMUSG00000059495",0.0721,0.951895199438654
"10486","ENSMUSG00000048503",0.0312,0.928043242705185
"10487","ENSMUSG00000032015",-0.0096,0.831723522448433
"10488","ENSMUSG00000111864",0.0026,0.99947907438902
"10489","ENSMUSG00000032014",0.3036,0.0579207718936302
"10490","ENSMUSG00000095385",0.06,0.789753807695327
"10491","ENSMUSG00000032013",0.0201,0.973501504811173
"10492","ENSMUSG00000111229",-0.0037,0.99947907438902
"10493","ENSMUSG00000032011",0.0088,0.99947907438902
"10494","ENSMUSG00000111415",0.0189,0.80060626630899
"10495","ENSMUSG00000032010",-0.0341,0.995391456002029
"10496","ENSMUSG00000053128",0.035,0.985253136380558
"10497","ENSMUSG00000032135",-0.0456,0.037180988521654
"10498","ENSMUSG00000034342",-0.1152,0.351984289478235
"10499","ENSMUSG00000070306",-0.0828,0.239174667963816
"10500","ENSMUSG00000032109",0.0094,0.99947907438902
"10501","ENSMUSG00000032131",0.0392,0.99224064201754
"10502","ENSMUSG00000111291",-0.0074,0.993952775383292
"10503","ENSMUSG00000032119",0.0216,0.99598269142179
"10504","ENSMUSG00000032120",0.0047,0.99947907438902
"10505","ENSMUSG00000032123",0.0684,0.946444541835556
"10506","ENSMUSG00000049932",-0.0048,0.99947907438902
"10507","ENSMUSG00000032126",-0.0777,0.898073391717181
"10508","ENSMUSG00000032127",0.0295,0.99598269142179
"10509","ENSMUSG00000111088",6e-04,0.99947907438902
"10510","ENSMUSG00000032115",-0.0092,0.995100954322104
"10511","ENSMUSG00000032114",0.0071,0.99947907438902
"10512","ENSMUSG00000032112",-0.0548,0.978290575452506
"10513","ENSMUSG00000009927",-0.038,0.987935224314068
"10514","ENSMUSG00000043923",-0.0023,0.99947907438902
"10515","ENSMUSG00000060380",0.0134,0.995391456002029
"10516","ENSMUSG00000063382",0.0202,0.991157300355586
"10517","ENSMUSG00000032097",0.0234,0.991157300355586
"10518","ENSMUSG00000111301",-0.0049,0.996432226611783
"10519","ENSMUSG00000048537",0.037,0.950301628492227
"10520","ENSMUSG00000032096",-0.018,0.996432226611783
"10521","ENSMUSG00000111345",-0.0157,0.992044291691764
"10522","ENSMUSG00000002031",-0.0174,0.99947907438902
"10523","ENSMUSG00000002032",0.0687,0.905327289265606
"10524","ENSMUSG00000002028",0.0061,0.99947907438902
"10525","ENSMUSG00000038717",-0.0438,0.991109012709707
"10526","ENSMUSG00000111082",0.0016,0.99947907438902
"10527","ENSMUSG00000059890",0.0491,0.93626188817981
"10528","ENSMUSG00000070305",0.0093,0.92839231868686
"10529","ENSMUSG00000070304",-0.0195,0.632393663295116
"10530","ENSMUSG00000032089",-0.1382,8.26028562990456e-05
"10531","ENSMUSG00000066705",-0.2081,0.203352732823751
"10532","ENSMUSG00000059412",-0.0209,0.991157300355586
"10533","ENSMUSG00000032087",-0.0191,0.771093334092058
"10534","ENSMUSG00000043987",-0.0209,0.995391456002029
"10535","ENSMUSG00000110997",0.0046,0.995391456002029
"10536","ENSMUSG00000032086",0.0104,0.99947907438902
"10537","ENSMUSG00000089810",0.0129,0.995252237345488
"10538","ENSMUSG00000111128",-0.0276,0.992044291691764
"10539","ENSMUSG00000042790",0.0163,0.99224064201754
"10540","ENSMUSG00000035382",-0.1243,0.684938164956227
"10541","ENSMUSG00000032085",-0.0536,0.0845519894812296
"10542","ENSMUSG00000111521",0.0076,0.995391456002029
"10543","ENSMUSG00000034908",0.0438,0.991157300355586
"10544","ENSMUSG00000111329",0.0245,0.928043242705185
"10545","ENSMUSG00000003131",-0.0519,0.980764746731508
"10546","ENSMUSG00000034135",0.091,0.895179425575971
"10547","ENSMUSG00000032083",-0.0081,0.996432226611783
"10548","ENSMUSG00000032081",-0.0118,0.997625818070572
"10549","ENSMUSG00000032078",0.072,0.951895199438654
"10550","ENSMUSG00000032077",9e-04,0.99947907438902
"10551","ENSMUSG00000056617",-0.0012,0.99947907438902
"10552","ENSMUSG00000111236",0.0132,0.99947907438902
"10553","ENSMUSG00000099696",-0.0377,0.992044291691764
"10554","ENSMUSG00000111669",0.0073,0.968836311687385
"10555","ENSMUSG00000032076",0.0196,0.99947907438902
"10556","ENSMUSG00000044229",0.0063,0.99947907438902
"10557","ENSMUSG00000032028",0.0023,0.99947907438902
"10558","ENSMUSG00000032026",-0.1606,0.640254166878075
"10559","ENSMUSG00000042396",-8e-04,0.99947907438902
"10560","ENSMUSG00000042293",-0.0504,0.907373640940495
"10561","ENSMUSG00000066687",0.0102,0.992044291691764
"10562","ENSMUSG00000032267",0.0135,0.996432226611783
"10563","ENSMUSG00000032264",0.0634,0.898073391717181
"10564","ENSMUSG00000040219",-0.0029,0.99947907438902
"10565","ENSMUSG00000039542",0.0491,0.991157300355586
"10566","ENSMUSG00000079564",0.0209,0.888600184895017
"10567","ENSMUSG00000058443",0.0116,0.996432226611783
"10568","ENSMUSG00000032068",-0.0089,0.991157300355586
"10569","ENSMUSG00000032067",-0.0099,0.99947907438902
"10570","ENSMUSG00000032066",-0.0087,0.99947907438902
"10571","ENSMUSG00000039217",0.074,0.946304343500674
"10572","ENSMUSG00000032065",-0.0073,0.99947907438902
"10573","ENSMUSG00000000171",-0.024,0.996432226611783
"10574","ENSMUSG00000039016",-0.0319,0.992044291691764
"10575","ENSMUSG00000059820",-0.0277,0.995391456002029
"10576","ENSMUSG00000000167",-0.048,0.824313641620745
"10577","ENSMUSG00000000168",0.0118,0.99947907438902
"10578","ENSMUSG00000032064",-0.0138,0.987935224314068
"10579","ENSMUSG00000032062",-0.0195,0.558647442409208
"10580","ENSMUSG00000038086",-0.0155,0.982193673313513
"10581","ENSMUSG00000032060",-0.1582,0.612126880403601
"10582","ENSMUSG00000037971",-0.1205,0.785587766641451
"10583","ENSMUSG00000037845",0.1227,0.597509929006914
"10584","ENSMUSG00000032059",0.0143,0.99947907438902
"10585","ENSMUSG00000032058",-0.0047,0.99947907438902
"10586","ENSMUSG00000037112",0.0106,0.997625818070572
"10587","ENSMUSG00000060594",-0.0748,0.00529981673326115
"10588","ENSMUSG00000032057",-0.0105,0.93626188817981
"10589","ENSMUSG00000079559",0.0202,0.982193673313513
"10590","ENSMUSG00000044694",-0.0207,0.995391456002029
"10591","ENSMUSG00000032051",0.0533,0.984859512895077
"10592","ENSMUSG00000032050",-0.0515,0.979851268235217
"10593","ENSMUSG00000035164",-0.0074,0.99947907438902
"10594","ENSMUSG00000078307",-0.0154,0.859291283876829
"10595","ENSMUSG00000053289",0.0085,0.995391456002029
"10596","ENSMUSG00000034487",-0.0846,0.846909807327764
"10597","ENSMUSG00000005131",0.003,0.99947907438902
"10598","ENSMUSG00000034218",0.0113,0.99654572041398
"10599","ENSMUSG00000033054",0.0021,0.99947907438902
"10600","ENSMUSG00000032047",-0.0706,0.951895199438654
"10601","ENSMUSG00000032030",-0.0128,0.99947907438902
"10602","ENSMUSG00000086914",-0.0193,0.937326253536223
"10603","ENSMUSG00000042195",-0.0202,0.299092003904609
"10604","ENSMUSG00000041986",-0.0401,0.835731093294938
"10605","ENSMUSG00000041268",-0.0197,0.996062108733735
"10606","ENSMUSG00000037493",-0.0275,0.99224064201754
"10607","ENSMUSG00000032279",-0.1072,0.842480375218647
"10608","ENSMUSG00000032281",0.0305,0.99598269142179
"10609","ENSMUSG00000032285",-0.0929,0.684938164956227
"10610","ENSMUSG00000061559",-0.0376,0.991157300355586
"10611","ENSMUSG00000111686",-0.0227,0.992044291691764
"10612","ENSMUSG00000032293",0.0165,0.996432226611783
"10613","ENSMUSG00000035878",0.1648,0.259885024392597
"10614","ENSMUSG00000032301",-0.028,0.99598269142179
"10615","ENSMUSG00000032307",-0.0141,0.996432226611783
"10616","ENSMUSG00000032309",-0.1941,0.483696839200142
"10617","ENSMUSG00000032311",-0.0069,0.995252237345488
"10618","ENSMUSG00000032314",-0.0374,0.995252237345488
"10619","ENSMUSG00000034007",0.0117,0.99947907438902
"10620","ENSMUSG00000111662",0.0051,0.99947907438902
"10621","ENSMUSG00000032320",-0.2065,0.24252614959626
"10622","ENSMUSG00000032322",-0.0187,0.978290575452506
"10623","ENSMUSG00000032324",-0.2013,0.175559083072777
"10624","ENSMUSG00000074305",-0.4528,0.14324430140954
"10625","ENSMUSG00000076281",0.0469,0.620691965335967
"10626","ENSMUSG00000097111",0.0015,0.99947907438902
"10627","ENSMUSG00000032329",-0.0547,0.980764746731508
"10628","ENSMUSG00000049556",0.0629,0.936380698841899
"10629","ENSMUSG00000032911",-0.0426,0.478610363431676
"10630","ENSMUSG00000032733",0.018,0.996432226611783
"10631","ENSMUSG00000111629",-0.0053,0.996062108733735
"10632","ENSMUSG00000032288",-0.0126,0.99947907438902
"10633","ENSMUSG00000055334",0.0312,0.995391456002029
"10634","ENSMUSG00000032290",0.0162,0.997625818070572
"10635","ENSMUSG00000074284",0.0103,0.984981935460146
"10636","ENSMUSG00000042557",-0.0137,0.99947907438902
"10637","ENSMUSG00000086728",0.0058,0.99947907438902
"10638","ENSMUSG00000032295",-0.0132,0.99947907438902
"10639","ENSMUSG00000032298",0.0348,0.901915164174261
"10640","ENSMUSG00000032299",-0.0281,0.99598269142179
"10641","ENSMUSG00000032300",-0.0342,0.995252237345488
"10642","ENSMUSG00000063849",-0.0202,0.999211127292079
"10643","ENSMUSG00000040722",0.0491,0.986595866453964
"10644","ENSMUSG00000074280",0.0257,0.991157300355586
"10645","ENSMUSG00000062309",0.0164,0.740635333477359
"10646","ENSMUSG00000000088",-0.0039,0.99947907438902
"10647","ENSMUSG00000097445",-0.0384,0.945150861211837
"10648","ENSMUSG00000032305",-0.0085,0.99947907438902
"10649","ENSMUSG00000032306",-0.0102,0.99947907438902
"10650","ENSMUSG00000040188",0.031,0.99598269142179
"10651","ENSMUSG00000032308",-0.0505,0.946444541835556
"10652","ENSMUSG00000032312",0.0185,0.995391456002029
"10653","ENSMUSG00000038957",-0.0151,0.996432226611783
"10654","ENSMUSG00000032316",0.0019,0.99947907438902
"10655","ENSMUSG00000004661",0.0086,0.99598269142179
"10656","ENSMUSG00000055720",0.0274,0.99598269142179
"10657","ENSMUSG00000038264",0.0011,0.99947907438902
"10658","ENSMUSG00000037716",-0.028,0.673260150533764
"10659","ENSMUSG00000032327",-2.1279,0.00010526903927173
"10660","ENSMUSG00000037206",-0.0188,0.968312513095819
"10661","ENSMUSG00000036986",0.0066,0.99947907438902
"10662","ENSMUSG00000032333",-0.0238,0.99598269142179
"10663","ENSMUSG00000032334",0.0013,0.99947907438902
"10664","ENSMUSG00000066607",0.0164,0.991157300355586
"10665","ENSMUSG00000035914",-0.003,0.99947907438902
"10666","ENSMUSG00000032336",0.0912,0.912955286427361
"10667","ENSMUSG00000074269",-0.004,0.997625818070572
"10668","ENSMUSG00000032340",-0.0112,0.99947907438902
"10669","ENSMUSG00000025236",0.0103,0.99947907438902
"10670","ENSMUSG00000025235",-0.0838,0.814750934615719
"10671","ENSMUSG00000025234",0.0286,0.992044291691764
"10672","ENSMUSG00000090516",0.0043,0.99947907438902
"10673","ENSMUSG00000049526",-0.0199,0.789753807695327
"10674","ENSMUSG00000025232",-0.0441,0.992044291691764
"10675","ENSMUSG00000032297",-0.0069,0.907572811710469
"10676","ENSMUSG00000025237",0.0056,0.99947907438902
"10677","ENSMUSG00000032294",-0.2121,0.393944869005947
"10678","ENSMUSG00000111394",3e-04,0.99947907438902
"10679","ENSMUSG00000051705",-0.0056,0.99947907438902
"10680","ENSMUSG00000039585",0.0058,0.99947907438902
"10681","ENSMUSG00000047766",-0.0272,0.995345145566929
"10682","ENSMUSG00000034839",-0.0014,0.99947907438902
"10683","ENSMUSG00000034485",-0.0299,0.251206986565648
"10684","ENSMUSG00000111290",0.0182,0.763871151082686
"10685","ENSMUSG00000111147",0.0109,0.991157300355586
"10686","ENSMUSG00000111169",0.0038,0.996432226611783
"10687","ENSMUSG00000032280",0.0609,0.909715913354438
"10688","ENSMUSG00000007892",-0.0595,0.89034247300172
"10689","ENSMUSG00000032278",-2.5758,6.10166413504287e-05
"10690","ENSMUSG00000032252",0.0119,0.982193673313513
"10691","ENSMUSG00000032249",-0.0182,0.99598269142179
"10692","ENSMUSG00000041729",0.0177,0.99947907438902
"10693","ENSMUSG00000032244",0.0129,0.99947907438902
"10694","ENSMUSG00000032245",0.0789,0.909715913354438
"10695","ENSMUSG00000032246",-0.0276,0.890490508889232
"10696","ENSMUSG00000032405",0.0547,0.97729610255464
"10697","ENSMUSG00000058444",0.0387,0.993952775383292
"10698","ENSMUSG00000032403",0.0581,0.895002599322081
"10699","ENSMUSG00000086539",-0.0569,0.46806019019255
"10700","ENSMUSG00000037801",-0.0053,0.952978791580923
"10701","ENSMUSG00000037257",-0.021,0.99598269142179
"10702","ENSMUSG00000032402",0.027,0.978290575452506
"10703","ENSMUSG00000110768",-0.0061,0.99947907438902
"10704","ENSMUSG00000111058",-0.0108,0.978290575452506
"10705","ENSMUSG00000036867",-0.0027,0.99947907438902
"10706","ENSMUSG00000032400",0.0069,0.99598269142179
"10707","ENSMUSG00000032399",-0.1019,0.841164629135319
"10708","ENSMUSG00000032398",-0.0063,0.99947907438902
"10709","ENSMUSG00000004936",0.0045,0.99947907438902
"10710","ENSMUSG00000111160",0.0056,0.996514077765028
"10711","ENSMUSG00000035337",0.0093,0.995391456002029
"10712","ENSMUSG00000032397",-0.0332,0.992044291691764
"10713","ENSMUSG00000032396",-0.0325,0.99224064201754
"10714","ENSMUSG00000036466",0.0012,0.99947907438902
"10715","ENSMUSG00000004771",0.0087,0.99947907438902
"10716","ENSMUSG00000053641",-0.0438,0.946444541835556
"10717","ENSMUSG00000034263",1e-04,0.99947907438902
"10718","ENSMUSG00000033629",0.0745,0.943196066229294
"10719","ENSMUSG00000032393",0.0095,0.99947907438902
"10720","ENSMUSG00000032816",0.0458,0.967680110505149
"10721","ENSMUSG00000032394",-0.0965,0.763636222403246
"10722","ENSMUSG00000032392",0.0555,0.952978791580923
"10723","ENSMUSG00000015357",0.0348,0.993397808867247
"10724","ENSMUSG00000041837",0.007,0.99947907438902
"10725","ENSMUSG00000041696",-0.0161,0.740749979082188
"10726","ENSMUSG00000059183",0.0061,0.99947907438902
"10727","ENSMUSG00000111722",0.008,0.966292196242955
"10728","ENSMUSG00000032388",0.0172,0.99947907438902
"10729","ENSMUSG00000050721",0.0829,0.926673288501977
"10730","ENSMUSG00000032387",0.0391,0.992044291691764
"10731","ENSMUSG00000040652",-0.0512,0.985253136380558
"10732","ENSMUSG00000040524",0.086,0.811858432408765
"10733","ENSMUSG00000032386",-0.0238,0.99598269142179
"10734","ENSMUSG00000040204",-0.004,0.99947907438902
"10735","ENSMUSG00000032384",-0.0234,0.99224064201754
"10736","ENSMUSG00000032383",0.0851,0.917873537046779
"10737","ENSMUSG00000039452",-0.0306,0.746961000571657
"10738","ENSMUSG00000032382",-0.0234,0.996454256181857
"10739","ENSMUSG00000032381",-0.0231,0.996432226611783
"10740","ENSMUSG00000038664",0.0224,0.991157300355586
"10741","ENSMUSG00000050503",-0.0065,0.995391456002029
"10742","ENSMUSG00000032376",-0.0694,0.93626188817981
"10743","ENSMUSG00000032373",-0.0051,0.968312513095819
"10744","ENSMUSG00000032375",0.0055,0.99947907438902
"10745","ENSMUSG00000074232",0.0019,0.99947907438902
"10746","ENSMUSG00000053040",0.0386,0.960550595953454
"10747","ENSMUSG00000091745",0.0089,0.992044291691764
"10748","ENSMUSG00000036943",-0.034,0.951895199438654
"10749","ENSMUSG00000036781",-0.0316,0.99224064201754
"10750","ENSMUSG00000032370",0.037,0.993268825119555
"10751","ENSMUSG00000032366",-0.5789,0.09865573623951
"10752","ENSMUSG00000052698",-0.0138,0.996062108733735
"10753","ENSMUSG00000055125",0.0225,0.951895199438654
"10754","ENSMUSG00000091956",0.0112,0.995391456002029
"10755","ENSMUSG00000035284",0.0172,0.99224064201754
"10756","ENSMUSG00000032238",0.0517,0.990600143586226
"10757","ENSMUSG00000032235",0.0365,0.912955286427361
"10758","ENSMUSG00000032231",-0.773,0.0905628813374296
"10759","ENSMUSG00000011958",-0.1008,0.839885301503867
"10760","ENSMUSG00000033543",-0.0156,0.99947907438902
"10761","ENSMUSG00000032224",-0.0499,0.79763743905369
"10762","ENSMUSG00000032220",-0.0465,0.890490508889232
"10763","ENSMUSG00000032217",-0.0467,0.987935224314068
"10764","ENSMUSG00000032212",-0.0686,0.890490508889232
"10765","ENSMUSG00000042444",-0.0128,0.99947907438902
"10766","ENSMUSG00000074213",-0.0187,0.890490508889232
"10767","ENSMUSG00000054693",-0.0045,0.99947907438902
"10768","ENSMUSG00000096160",-0.0278,0.893640376023676
"10769","ENSMUSG00000111631",0.0086,0.951895199438654
"10770","ENSMUSG00000032204",0.0788,0.900898495751535
"10771","ENSMUSG00000013584",-0.0181,0.192551799653463
"10772","ENSMUSG00000032199",-0.153,0.649945870118074
"10773","ENSMUSG00000032232",-0.1523,0.00201781994887279
"10774","ENSMUSG00000032228",0.0138,0.99947907438902
"10775","ENSMUSG00000102143",0.0016,0.99947907438902
"10776","ENSMUSG00000104107",0.0025,0.99947907438902
"10777","ENSMUSG00000104432",0.0034,0.997903122047966
"10778","ENSMUSG00000098340",0.0229,0.712471985168569
"10779","ENSMUSG00000038535",-0.0311,0.992044291691764
"10780","ENSMUSG00000032221",-0.0591,0.669704297581021
"10781","ENSMUSG00000103445",0.0059,0.991157300355586
"10782","ENSMUSG00000090626",-0.0016,0.99947907438902
"10783","ENSMUSG00000096986",-0.0148,0.685037357814598
"10784","ENSMUSG00000037674",0.0203,0.991157300355586
"10785","ENSMUSG00000099310",-0.0039,0.99947907438902
"10786","ENSMUSG00000032216",0.0314,0.995302781929233
"10787","ENSMUSG00000102573",0.0088,0.987935224314068
"10788","ENSMUSG00000102411",-0.0056,0.996727622409338
"10789","ENSMUSG00000034910",0.0058,0.99947907438902
"10790","ENSMUSG00000092192",-0.0158,0.980764746731508
"10791","ENSMUSG00000086158",-0.0757,0.843741326745243
"10792","ENSMUSG00000034563",0.0517,0.884075208458255
"10793","ENSMUSG00000079469",0.0169,0.991157300355586
"10794","ENSMUSG00000098332",-0.0376,0.980764746731508
